description,code
The car entity 'ChallengingVehicle' is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.85"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'EgoVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.92"" length=""4.85"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity referencing the catalog model 'ego_car' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.92"" length=""4.75"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The vehicle entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.65"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity referencing the catalog model 'ego_car' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.77"" length=""4.24"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The vehicle entity is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.55"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The vehicle entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.72"" length=""4.35"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.02"" length=""4.85"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.72"" length=""4.14"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity referencing the catalog model 'challenging_car' is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""16.67"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity referencing the catalog model 'ego_car' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.02"" length=""4.95"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity referencing the catalog model 'ego_car' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.22"" length=""5.66"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.02"" length=""4.95"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
"The car entity 'EgoVehicle' with bounding box dimensions of length 4.24 m, width 1.82 m, height 1.6 m and a maximum speed performance of 60 m/s is","<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.24"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The vehicle entity with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.22"" length=""5.66"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.14"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.35"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.02"" length=""5.26"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""16.98"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity 'EgoVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""7.48"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.53"" length=""5.86"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity 'EgoVehicle' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""10.51"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.75"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'EgoVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.12"" length=""5.15"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""16.78"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.35"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The passenger car entity is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.55"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.72"" length=""3.94"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
